State seed;126;Test seed;0
Test_Count;Random100;Consecutive 0-99
0;-nan;-nan
9430;0.0494168;0.0495581
9440;0.0493997;0.049541
9450;0.0493474;0.0495238
9460;0.0492953;0.0495067
9470;0.0493136;0.0494896
9480;0.0492968;0.0494726
9490;0.0493502;0.0494907
9500;0.0493684;0.0494737
9510;0.0493516;0.0494918
9520;0.0493697;0.0495448
9530;0.0493879;0.0495278
9540;0.0493711;0.0495108
9550;0.0493543;0.0494939
9560;0.0493375;0.0495119
9570;0.049286;0.0494601
9580;0.0492345;0.0494433
9590;0.0492527;0.0494265
9600;0.0492361;0.0494097
9610;0.0492196;0.0494971
9620;0.049203;0.0495149
9630;0.0492558;0.0494981
9640;0.0492047;0.0495505
9650;0.0492919;0.0495337
9660;0.0492409;0.0495514
9670;0.0492589;0.0495691
9680;0.049208;0.0495523
9690;0.0491916;0.0496044
9700;0.0491409;0.0495533
9710;0.0491246;0.0495366
9720;0.049177;0.0495199
9730;0.0491607;0.0495375
9740;0.0491444;0.0495209
9750;0.0491966;0.0494701
9760;0.0492145;0.0494536
9770;0.0491982;0.0494371
9780;0.0492161;0.0494206
9790;0.049268;0.0493701
9800;0.0492517;0.0493878
9810;0.0492695;0.0493714
9820;0.0492532;0.0493551
9830;0.0493388;0.0493727
9840;0.0493902;0.0493564
9850;0.0494416;0.0494078
9860;0.0493915;0.0494591
9870;0.0493752;0.0494428
9880;0.0493927;0.0493927
9890;0.0493428;0.0493765
9900;0.0493939;0.0493603
9910;0.049445;0.0493441
9920;0.0494624;0.0494624
9930;0.0494461;0.0495133
9940;0.0494299;0.049564
9950;0.0494472;0.0495142
9960;0.0494311;0.0495315
9970;0.0494149;0.0494818
9980;0.0493654;0.0494656
9990;0.0493827;0.0494494
10000;0.0494;0.0494333
10010;0.0493839;0.0494172
10020;0.0494012;0.0494677
10030;0.0494849;0.0494184
10040;0.0494356;0.0494024
10050;0.0494527;0.0494196
10060;0.0494036;0.0494367
10070;0.0494207;0.0494207
10080;0.0494048;0.0494048
10090;0.0493558;0.0494879
10100;0.0493399;0.0494389
10110;0.0493571;0.049423
10120;0.0493412;0.0494071
10130;0.0493583;0.0494242
10140;0.0493425;0.0494412
10150;0.0493924;0.049491
10160;0.0494423;0.0495079
10170;0.0493936;0.049492
10180;0.0494106;0.0495743
10190;0.0495257;0.0495584
10200;0.0495098;0.0495098
10210;0.0494613;0.0495593
10220;0.0494129;0.0495108
10230;0.049495;0.0494624
10240;0.0494466;0.0494466
10250;0.0494959;0.0494309
10260;0.0495452;0.0494152
10270;0.0495294;0.049432
10280;0.0495785;0.0494488
10290;0.0495627;0.0494331
10300;0.0496117;0.0495146
10310;0.0495959;0.0495635
10320;0.0495801;0.0495801
10330;0.0496289;0.0495321
10340;0.0495809;0.0495164
10350;0.0496296;0.049533
10360;0.0496461;0.0495174
10370;0.0495982;0.0494696
10380;0.0496146;0.0495504
10390;0.0496631;0.0495027
10400;0.0496795;0.0494872
10410;0.0497278;0.0494717
10420;0.0497121;0.0494882
10430;0.0496964;0.0495046
10440;0.0496488;0.0494891
10450;0.0496332;0.0494737
10460;0.0495857;0.0494264
10470;0.0496339;0.0494429
10480;0.0496183;0.0494275
10490;0.049571;0.0493804
10500;0.0495873;0.0493651
10510;0.0495401;0.049445
10520;0.0495564;0.049493
10530;0.0495093;0.049446
10540;0.049494;0.0494307
10550;0.0494787;0.0494471
10560;0.0494949;0.0494949
10570;0.0494797;0.0495112
10580;0.0494644;0.0494959
10590;0.0494492;0.0494492
10600;0.0494654;0.049434
10610;0.049513;0.0494816
10620;0.0494978;0.0494978
10630;0.049514;0.049514
10640;0.0495614;0.0494674
10650;0.0495462;0.0494523
10660;0.0495935;0.0494372
10670;0.049547;0.0494533
10680;0.0495943;0.0495318
10690;0.0496414;0.0495167
10700;0.0496885;0.0495016
10710;0.0497354;0.0495176
10720;0.0497823;0.0495336
10730;0.049767;0.0495185
10740;0.0497517;0.0495345
10750;0.0497364;0.0495504
10760;0.0497522;0.0495353
10770;0.049706;0.0495822
10780;0.0496908;0.0495671
10790;0.0497683;0.0496756
10800;0.0498148;0.0496914
10810;0.0498612;0.0496762
10820;0.049846;0.0496303
10830;0.0498615;0.0496153
10840;0.0498462;0.0496002
10850;0.0498003;0.049616
10860;0.0498465;0.0496317
10870;0.0498313;0.049586
10880;0.0498774;0.0495711
10890;0.0498317;0.0495562
10900;0.0498165;0.0495413
10910;0.0498014;0.0495875
10920;0.0498169;0.0495727
10930;0.0498628;0.0495578
10940;0.0498477;0.0495734
10950;0.0498935;0.0495586
10960;0.0498783;0.0495742
10970;0.0499544;0.0495898
10980;0.0500607;0.0495446
10990;0.0500152;0.0495602
11000;0.05;0.0495152
11010;0.0499546;0.049561
11020;0.05;0.0495463
11030;0.0499547;0.049592
11040;0.0499698;0.0496075
11050;0.0499849;0.0495626
11060;0.05;0.0495479
11070;0.0499548;0.0495333
11080;0.0499398;0.0494886
11090;0.0499549;0.049474
11100;0.04997;0.0494895
11110;0.049925;0.0494749
11120;0.0498801;0.0494904
11130;0.0498652;0.0494759
11140;0.0499102;0.0494913
11150;0.050015;0.0495067
11160;0.0499701;0.0494922
11170;0.0500149;0.0495076
11180;0.05;0.049523
11190;0.0501043;0.0495383
11200;0.0500595;0.049494
11210;0.0500446;0.0495094
11220;0.0500891;0.0495247
11230;0.0500445;0.0495399
11240;0.0500297;0.0495552
11250;0.0500444;0.0495111
11260;0.0500296;0.0494967
11270;0.0500148;0.049512
11280;0.05;0.0494681
11290;0.0500148;0.0494833
11300;0.05;0.0495575
11310;0.0500442;0.0496021
11320;0.0500294;0.0496172
11330;0.0500441;0.0496028
11340;0.05;0.0496767
11350;0.0500147;0.049721
11360;0.0500293;0.0497066
11370;0.0500147;0.0496922
11380;0.0500879;0.0496778
11390;0.0501024;0.0496342
11400;0.050117;0.0496491
11410;0.0501315;0.0496348
11420;0.0502043;0.0495914
11430;0.0501604;0.0496646
11440;0.050204;0.0496795
11450;0.0501892;0.0497525
11460;0.0502036;0.0497382
11470;0.0501598;0.049782
11480;0.0501452;0.0497967
11490;0.0502756;0.0497824
11500;0.0503188;0.0497971
11510;0.0503041;0.0498407
11520;0.0502894;0.0498264
11530;0.0502457;0.0498699
11540;0.0502311;0.0498556
11550;0.0502453;0.0498413
11560;0.0502595;0.0498558
11570;0.0502449;0.0498704
11580;0.0502015;0.0498849
11590;0.0501582;0.0499856
11600;0.0501149;0.05
11610;0.0501005;0.0499856
11620;0.0500574;0.0499713
11630;0.0500717;0.049957
11640;0.0500286;0.0499714
11650;0.0500143;0.0500143
11660;0.05;0.0499714
11670;0.0499857;0.0500143
11680;0.05;0.0500285
11690;0.0500428;0.0500143
11700;0.05;0.05
11710;0.0499858;0.0499573
11720;0.0500284;0.0499147
11730;0.0500142;0.049929
11740;0.0499716;0.0498864
11750;0.0499291;0.0498723
11760;0.049915;0.049915
11770;0.0499575;0.0499292
11780;0.0499434;0.0498868
11790;0.0499576;0.0498728
11800;0.0499718;0.0498305
11810;0.0499859;0.0498165
11820;0.0500282;0.0497744
11830;0.0500423;0.0497323
11840;0.0500845;0.0497185
11850;0.0500422;0.0496765
11860;0.0500562;0.0496346
11870;0.050014;0.0497332
11880;0.0500281;0.0496914
11890;0.050014;0.0497056
11900;0.050112;0.0497479
11910;0.0501259;0.0497341
11920;0.0501678;0.0497204
11930;0.0501537;0.0496787
11940;0.0501117;0.049665
11950;0.0501255;0.0496792
11960;0.0501394;0.0496656
11970;0.0500975;0.0496519
11980;0.0500835;0.0496383
11990;0.0500973;0.0496525
12000;0.0501111;0.0496111
12010;0.0500971;0.0495976
12020;0.0500832;0.049584
12030;0.050097;0.0496259
12040;0.0501384;0.0496678
12050;0.0501798;0.0496266
12060;0.0501935;0.049613
12070;0.0501795;0.0496272
12080;0.0501656;0.0496137
12090;0.0502068;0.0496002
12100;0.0502479;0.0496143
12110;0.0502615;0.0496009
12120;0.050275;0.0495875
12130;0.0502611;0.0495741
12140;0.0503295;0.0495607
12150;0.0503704;0.0495473
12160;0.0503564;0.0495614
12170;0.0503972;0.0495755
12180;0.0503831;0.0495621
12190;0.0503692;0.0495762
12200;0.0503552;0.0495355
12210;0.0503413;0.0495495
12220;0.0503273;0.0495363
12230;0.0503407;0.0496048
12240;0.0503268;0.0496732
12250;0.0503129;0.0496871
12260;0.0502719;0.0496737
12270;0.0503124;0.0497148
12280;0.0503257;0.0497014
12290;0.050339;0.0497152
12300;0.0502981;0.0496748
12310;0.0502843;0.0497157
12320;0.0502435;0.0497294
12330;0.0502028;0.0497161
12340;0.0502431;0.0497029
12350;0.0502294;0.0497166
12360;0.0502427;0.0497573
12370;0.050256;0.049744
12380;0.0502962;0.0497038
12390;0.0502825;0.0496906
12400;0.0502957;0.0497312
12410;0.0503089;0.0497448
12420;0.0502952;0.0497316
12430;0.0502548;0.0497184
12440;0.0502947;0.0497053
12450;0.0502811;0.0496653
12460;0.0503478;0.0496255
12470;0.0503341;0.0496391
12480;0.0502938;0.0496528
12490;0.0503069;0.0496664
12500;0.0502933;0.0496533
12510;0.0503064;0.0496403
12520;0.0502662;0.0497071
12530;0.0502527;0.0496941
12540;0.0502392;0.0496544
12550;0.0502523;0.049668
12560;0.0502654;0.0496285
12570;0.050305;0.049589
12580;0.0502915;0.0496025
12590;0.050278;0.0495896
12600;0.0502646;0.0496032
12610;0.050304;0.0496696
12620;0.0503698;0.0497095
12630;0.0503563;0.0496701
12640;0.0503165;0.0496572
12650;0.0503294;0.0496179
12660;0.0502896;0.0495787
12670;0.0502499;0.0495659
12680;0.0502103;0.0495531
12690;0.0502233;0.0495403
12700;0.05021;0.0495276
12710;0.0501967;0.049541
12720;0.0501834;0.0495545
12730;0.0501702;0.0495418
12740;0.0502093;0.0496599
12750;0.0501699;0.0496209
12760;0.0501829;0.0496081
12770;0.0501958;0.0496215
12780;0.0502347;0.0495827
12790;0.0502215;0.049596
12800;0.0502344;0.0495833
12810;0.0502732;0.0495967
12820;0.05026;0.049584
12830;0.0502468;0.0496233
12840;0.0502596;0.0496625
12850;0.0502724;0.0496239
12860;0.0502592;0.0496371
12870;0.0502461;0.0496245
12880;0.0502588;0.0496118
12890;0.0502974;0.0495733
12900;0.0503618;0.0496124
12910;0.0503486;0.0495998
12920;0.0503354;0.049613
12930;0.0502965;0.0495746
12940;0.0502834;0.0495621
12950;0.0502445;0.0495238
12960;0.0502572;0.049537
12970;0.0502698;0.0495245
12980;0.0503339;0.0495891
12990;0.0503208;0.0495766
13000;0.0503333;0.0495641
13010;0.0503715;0.049526
13020;0.0503584;0.0495392
13030;0.0503454;0.0495267
13040;0.0503323;0.049591
13050;0.0503704;0.0495785
13060;0.0504084;0.0495661
13070;0.0503953;0.0495792
13080;0.0503823;0.0495668
13090;0.0503692;0.0496308
13100;0.0503817;0.0496183
13110;0.0503941;0.0496313
13120;0.0503811;0.0496951
13130;0.0503681;0.0496827
13140;0.0503551;0.0496702
13150;0.0503675;0.0496578
13160;0.0503799;0.0496454
13170;0.0504176;0.0496583
13180;0.0505311;0.0496206
13190;0.0504928;0.0496083
13200;0.0504798;0.0495707
13210;0.0504668;0.0496089
13220;0.0504791;0.0495714
13230;0.0504913;0.0496095
13240;0.0504783;0.0496224
13250;0.0504654;0.0496855
13260;0.0504525;0.0496732
13270;0.0504396;0.0496358
13280;0.0504769;0.0496486
13290;0.050464;0.0496112
13300;0.0504261;0.049599
13310;0.0503882;0.0495868
13320;0.0503754;0.0495746
13330;0.0503876;0.0495624
13340;0.0503998;0.0495502
13350;0.050437;0.0495131
13360;0.0504491;0.049476
13370;0.0504114;0.049464
13380;0.0503986;0.0494519
13390;0.050361;0.0494648
13400;0.0503234;0.0494776
13410;0.0503107;0.0495401
13420;0.0503477;0.0495777
13430;0.0503599;0.0496153
13440;0.050372;0.0495784
13450;0.0503594;0.0495415
13460;0.050421;0.0495295
13470;0.0504083;0.0495174
13480;0.0503709;0.0496044
13490;0.0503336;0.0496417
13500;0.050321;0.0496543
13510;0.0503084;0.0496669
13520;0.0502959;0.0497288
13530;0.0503326;0.049692
13540;0.05032;0.0496553
13550;0.0503075;0.0496187
13560;0.0503196;0.0496313
13570;0.0503071;0.0495947
13580;0.05027;0.0496318
13590;0.0502575;0.0496443
13600;0.0502696;0.0496569
13610;0.0502327;0.0496449
13620;0.0502447;0.0496818
13630;0.0502079;0.0496454
13640;0.0502933;0.0496334
13650;0.0503297;0.0496459
13660;0.0503172;0.0496584
13670;0.0503292;0.0496464
13680;0.0502924;0.0496101
13690;0.0503044;0.0496226
13700;0.0503163;0.0495864
13710;0.0503282;0.0495502
13720;0.0503158;0.0495627
13730;0.050352;0.0495751
13740;0.0503882;0.0495633
13750;0.0503758;0.0495515
13760;0.0503876;0.0495397
13770;0.050351;0.0495038
13780;0.0503628;0.049492
13790;0.0503505;0.0494561
13800;0.0503623;0.0494203
13810;0.05035;0.0493845
13820;0.0503859;0.049397
13830;0.0503495;0.0494095
13840;0.0503613;0.0493979
13850;0.050373;0.0493622
13860;0.0503848;0.0494228
13870;0.0503965;0.0494112
13880;0.0503602;0.0494236
13890;0.050324;0.049412
13900;0.0503837;0.0494245
13910;0.0503954;0.0494369
13920;0.0503592;0.0494013
13930;0.050347;0.0493659
13940;0.0503587;0.0493783
13950;0.0503704;0.0493668
13960;0.050382;0.0493553
13970;0.0503698;0.04932
13980;0.0503577;0.0493562
13990;0.0503455;0.0493448
14000;0.0503095;0.0493095
14010;0.0503212;0.0492981
14020;0.0503329;0.0492867
14030;0.0503207;0.0492991
14040;0.0502849;0.0493115
14050;0.0502728;0.0493238
14060;0.0502608;0.0493599
14070;0.0502961;0.0493959
14080;0.0502604;0.0494081
14090;0.0502484;0.0494204
14100;0.0502364;0.0493853
14110;0.0502244;0.049374
14120;0.0502125;0.0493626
14130;0.0502241;0.0493513
14140;0.0502122;0.0493635
14150;0.0501767;0.0493522
14160;0.0502119;0.0493409
14170;0.0502705;0.0493531
14180;0.0502821;0.0493183
14190;0.0502701;0.049354
14200;0.0502347;0.0493192
14210;0.0502698;0.0493549
14220;0.0502579;0.0493436
14230;0.0502225;0.049309
14240;0.0502341;0.049368
14250;0.0502456;0.0494035
14260;0.0502571;0.0494156
14270;0.0502686;0.0494978
14280;0.0502334;0.0494865
14290;0.0502216;0.0494985
14300;0.0502331;0.0495105
14310;0.0502446;0.0494992
14320;0.0502328;0.0495344
14330;0.0501977;0.0495231
14340;0.0502092;0.0495119
14350;0.0501974;0.0495703
14360;0.0501625;0.0495822
14370;0.050174;0.0495941
14380;0.0501854;0.0495828
14390;0.0501969;0.0495483
14400;0.0502083;0.049537
14410;0.0501966;0.0495258
14420;0.0502543;0.0494915
14430;0.0502426;0.0495034
14440;0.0502539;0.0494922
14450;0.0502883;0.049481
14460;0.0503227;0.0494698
14470;0.050311;0.0494817
14480;0.0503453;0.0494705
14490;0.0503566;0.0494594
14500;0.0503678;0.0494713
14510;0.050379;0.0494601
14520;0.0503673;0.049472
14530;0.0503556;0.0494609
14540;0.0503439;0.0494727
14550;0.0503093;0.0494616
14560;0.0502747;0.0494505
14570;0.050286;0.0494624
14580;0.0503201;0.0494742
14590;0.0503313;0.0494403
14600;0.0503196;0.0495205
14610;0.0502852;0.0495323
14620;0.0502508;0.0495668
14630;0.050262;0.0495329
14640;0.0502732;0.0495219
14650;0.0502844;0.0495336
14660;0.0503183;0.0495453
14670;0.0503068;0.0495342
14680;0.0502952;0.0495459
14690;0.0503063;0.0495802
14700;0.0502948;0.0495692
14710;0.0502606;0.0495581
14720;0.0502264;0.0495471
14730;0.050215;0.0495361
14740;0.0502261;0.0495251
14750;0.0502147;0.0495141
14760;0.0502258;0.0495483
14770;0.050237;0.0495599
14780;0.0502255;0.0495264
14790;0.0502141;0.0495154
14800;0.0502027;0.0495045
14810;0.0501913;0.0495161
14820;0.0501574;0.0495052
14830;0.0501686;0.0494943
14840;0.0501572;0.0495058
14850;0.0501459;0.0495398
14860;0.0501795;0.0495289
14870;0.0501681;0.0494956
14880;0.0501344;0.0495296
14890;0.0501455;0.0495187
14900;0.0501119;0.0494855
14910;0.0501453;0.049497
14920;0.0501117;0.0494638
14930;0.0501005;0.049453
14940;0.0501116;0.0494868
14950;0.050078;0.0494983
14960;0.0500668;0.0494652
14970;0.0500557;0.0494322
14980;0.0500668;0.0494215
14990;0.0500556;0.0494107
15000;0.0500889;0.0494667
15010;0.0500777;0.0494559
15020;0.0500444;0.0494452
15030;0.0500554;0.0494345
15040;0.0500222;0.0494681
15050;0.0500111;0.0495017
15060;0.0499779;0.0495131
15070;0.0499668;0.0495023
15080;0.0499337;0.0494695
15090;0.0499006;0.0494367
15100;0.0499338;0.049426
15110;0.0499007;0.0494154
15120;0.0499339;0.0493827
15130;0.0499449;0.0493721
15140;0.0499339;0.0493395
15150;0.049901;0.0493069
15160;0.049934;0.0492964
15170;0.0499231;0.0493298
15180;0.0498902;0.0493193
15190;0.0498793;0.0492868
15200;0.0498465;0.0492763
15210;0.0498356;0.0492439
15220;0.0498248;0.0492335
15230;0.049814;0.0492011
15240;0.0497813;0.0491689
15250;0.0498142;0.0491585
15260;0.0498253;0.0491918
15270;0.0497926;0.0492032
15280;0.0497818;0.0491928
15290;0.0497493;0.0492043
15300;0.0497386;0.0491721
15310;0.0497278;0.0491618
15320;0.0497607;0.0491514
15330;0.0497934;0.0491411
15340;0.0498262;0.0491308
15350;0.0498154;0.049164
15360;0.0498047;0.0491753
15370;0.0498157;0.0491434
15380;0.0498049;0.0491331
15390;0.0497726;0.0491445
15400;0.0497403;0.0491342
15410;0.0497296;0.0491023
15420;0.049719;0.0490921
15430;0.04973;0.0491467
15440;0.0498057;0.0491364
15450;0.049795;0.0491046
15460;0.0497628;0.0491376
15470;0.0497307;0.0491058
15480;0.0496985;0.0490956
15490;0.0497095;0.0490854
15500;0.0496989;0.0490753
15510;0.0496884;0.0490651
15520;0.0496564;0.0490979
15530;0.0496458;0.0491307
15540;0.0496568;0.049142
15550;0.0496249;0.0491104
15560;0.049593;0.0491003
15570;0.0496253;0.0490901
15580;0.0496149;0.04908
15590;0.0496686;0.0491127
15600;0.0496368;0.0491239
15610;0.049605;0.0491352
15620;0.0496372;0.0491251
15630;0.0496481;0.0491576
15640;0.049659;0.0491475
15650;0.0496699;0.0491587
15660;0.0497233;0.0491699
15670;0.0497554;0.0491598
15680;0.0497662;0.0491284
15690;0.0497769;0.0490971
15700;0.0497452;0.0490658
15710;0.0497348;0.049077
15720;0.0497243;0.0491094
15730;0.0497139;0.0491206
15740;0.0497035;0.0491529
15750;0.0496931;0.0491217
15760;0.0497039;0.0491328
15770;0.0496935;0.0491228
15780;0.0497043;0.0491339
15790;0.049715;0.049145
15800;0.0497257;0.0491561
15810;0.0497154;0.0491461
15820;0.0496839;0.0491783
15830;0.0497157;0.0491682
15840;0.0497475;0.0491793
15850;0.0497582;0.0491693
15860;0.0497478;0.0491383
15870;0.0497585;0.0491283
15880;0.0497901;0.0491394
15890;0.0497797;0.0491294
15900;0.0498113;0.0490985
15910;0.0498429;0.0491096
15920;0.0498325;0.0491415
15930;0.0498221;0.0491525
15940;0.0498118;0.0491635
15950;0.0498433;0.0491745
15960;0.0498538;0.0491646
15970;0.0498852;0.0491547
15980;0.0498748;0.0491448
15990;0.0498645;0.0491349
16000;0.0498333;0.0492292
16010;0.0498022;0.0492401
16020;0.0497711;0.0492926
16030;0.0497401;0.0492618
16040;0.0497091;0.0492519
16050;0.0496989;0.049242
16060;0.0497302;0.0492113
16070;0.04972;0.0492222
16080;0.0497512;0.0492537
16090;0.0497203;0.0492646
16100;0.0497101;0.0492754
16110;0.0497207;0.0492862
16120;0.0497519;0.0493383
16130;0.049721;0.0493284
16140;0.0497315;0.0493185
16150;0.0497007;0.0493292
16160;0.0496906;0.0493399
16170;0.0496599;0.0493506
16180;0.0496704;0.0493408
16190;0.0496809;0.0493515
16200;0.0497119;0.0493416
16210;0.0497224;0.0493317
16220;0.0497534;0.0493013
16230;0.0497638;0.049312
16240;0.0497537;0.0493021
16250;0.0497846;0.0492923
16260;0.0497745;0.049262
16270;0.0497644;0.0492317
16280;0.0497543;0.0492219
16290;0.0497442;0.0492531
16300;0.0497546;0.0492843
16310;0.0497241;0.049254
16320;0.0497141;0.0492443
16330;0.0497244;0.049255
16340;0.0497144;0.0492452
16350;0.049684;0.0492355
16360;0.0496944;0.0492461
16370;0.0496844;0.0492771
16380;0.0496541;0.0493284
16390;0.0496441;0.0492984
16400;0.0496545;0.0492683
16410;0.0496648;0.0492992
16420;0.0496346;0.0492895
16430;0.049645;0.0492798
16440;0.0496959;0.0492903
16450;0.0496657;0.0493009
16460;0.049676;0.0492912
16470;0.0496661;0.0492613
16480;0.0497168;0.0493528
16490;0.0497069;0.049343
16500;0.0496768;0.0493131
16510;0.0496669;0.0493438
16520;0.049657;0.0493341
16530;0.0496874;0.0493245
16540;0.0496776;0.0493349
16550;0.0496475;0.0493656
16560;0.0496578;0.049376
16570;0.0496681;0.0493462
16580;0.0496783;0.0493567
16590;0.0496484;0.0493872
16600;0.0496787;0.0493574
16610;0.0496488;0.0493679
16620;0.0496791;0.0493582
16630;0.0496492;0.0493887
16640;0.0496795;0.049399
16650;0.0496496;0.0493894
16660;0.0496399;0.0493998
16670;0.0496501;0.0494101
16680;0.0496203;0.0494804
16690;0.0496105;0.0494508
16700;0.0496208;0.0494411
16710;0.0495911;0.0494714
16720;0.0495813;0.0494817
16730;0.0495716;0.0494919
16740;0.0495818;0.049542
16750;0.0495522;0.0495522
16760;0.0495227;0.0495227
16770;0.0494931;0.0494931
16780;0.0494835;0.0494636
16790;0.0494739;0.0494937
16800;0.0494643;0.0494643
16810;0.0494745;0.0494745
16820;0.0494649;0.0495244
16830;0.0494751;0.049495
16840;0.0494656;0.0495447
16850;0.049456;0.0495747
16860;0.0494464;0.049565
16870;0.0494369;0.0495554
16880;0.0494471;0.0495458
16890;0.0494573;0.0495165
16900;0.0494675;0.0495069
16910;0.0494579;0.0495171
16920;0.0494484;0.0495863
16930;0.0494586;0.0495964
16940;0.0494687;0.0496065
16950;0.0494789;0.0495969
16960;0.0494693;0.0495873
16970;0.0494795;0.0495973
16980;0.04947;0.0496074
16990;0.0494605;0.0496567
17000;0.0494314;0.0496274
17010;0.0494415;0.0495983
17020;0.0494516;0.0496279
17030;0.0494226;0.0495987
17040;0.0494523;0.0496088
17050;0.0494233;0.0496188
17060;0.0494138;0.0495897
17070;0.0494239;0.0496192
17080;0.0494145;0.0496292
17090;0.0494441;0.0496392
17100;0.0494347;0.0496101
17110;0.0494058;0.0496591
17120;0.0494548;0.0496301
17130;0.049426;0.0496011
17140;0.0494555;0.0495916
17150;0.0494461;0.0496016
17160;0.0494561;0.0495726
17170;0.0494661;0.0495632
17180;0.0494955;0.0495537
17190;0.0494667;0.0495637
17200;0.049438;0.0495543
17210;0.0494286;0.0495836
17220;0.049458;0.0495741
17230;0.049468;0.0495647
17240;0.0494393;0.0495553
17250;0.0494493;0.0495459
17260;0.0494399;0.0495558
17270;0.0494306;0.0496429
17280;0.0494213;0.0496335
17290;0.0494313;0.0496433
17300;0.049422;0.0496339
17310;0.0494512;0.0496438
17320;0.0494226;0.0496343
17330;0.0494133;0.0496249
17340;0.0494425;0.0496155
17350;0.0494332;0.0495869
17360;0.0494624;0.0495776
17370;0.0494723;0.0495874
17380;0.0494438;0.0495972
17390;0.0494537;0.0495687
17400;0.0494253;0.0495785
17410;0.049416;0.0495884
17420;0.0494068;0.0496364
17430;0.0493785;0.0496462
17440;0.0493884;0.0496177
17450;0.0493792;0.0496466
17460;0.0493509;0.0496182
17470;0.0493417;0.049647
17480;0.0493707;0.0496377
17490;0.0493615;0.0496474
17500;0.0493333;0.0496381
17510;0.0493242;0.0496478
17520;0.049296;0.0496195
17530;0.0492679;0.0496292
17540;0.0492968;0.0496579
17550;0.0493637;0.0496676
17560;0.0493546;0.0496583
17570;0.0493834;0.049668
17580;0.0494122;0.0496397
17590;0.0494031;0.0496115
17600;0.049375;0.0495833
17610;0.0494037;0.0495552
17620;0.0493946;0.049546
17630;0.0493666;0.0495368
17640;0.0493575;0.0495276
17650;0.0493673;0.0495184
17660;0.0494149;0.0495659
17670;0.0494058;0.0495756
17680;0.0494344;0.0496041
17690;0.0494064;0.0496326
17700;0.0493974;0.049661
17710;0.0493695;0.0497083
17720;0.0493604;0.0497178
17730;0.0493702;0.0497274
17740;0.0493424;0.0496994
17750;0.0493521;0.0496714
17760;0.0493431;0.0496622
17770;0.0493341;0.0496905
17780;0.0493251;0.0496813
17790;0.0492974;0.0496721
17800;0.0492884;0.0497004
17810;0.0492794;0.0496912
17820;0.0492705;0.0497194
17830;0.0493363;0.0497289
17840;0.049346;0.0497197
17850;0.0493744;0.0497479
17860;0.0493841;0.0497387
17870;0.0493938;0.0497109
17880;0.0493848;0.0497017
17890;0.0493944;0.0496926
17900;0.0494041;0.0496834
17910;0.0493951;0.0496929
17920;0.0493676;0.0496838
17930;0.04934;0.0497304
17940;0.0493125;0.0497027
17950;0.0493222;0.0497307
17960;0.0493319;0.0497773
17970;0.0493415;0.0497867
17980;0.0493511;0.0497775
17990;0.0493237;0.0497684
18000;0.0493518;0.0497778
18010;0.0493615;0.0497501
18020;0.0493341;0.0497595
18030;0.0493252;0.0497319
18040;0.0493718;0.0497228
18050;0.0493998;0.0497507
18060;0.0494094;0.049797
18070;0.0494189;0.0497879
18080;0.0494285;0.0497972
18090;0.049438;0.0497697
18100;0.0494291;0.0497422
18110;0.049457;0.0498435
18120;0.0494481;0.049816
18130;0.0494392;0.0498069
18140;0.0494671;0.0498162
18150;0.0494582;0.0498255
18160;0.0494493;0.0498348
18170;0.0494221;0.0498808
18180;0.0494683;0.0498533
18190;0.0494777;0.0498809
18200;0.0494872;0.0498901
18210;0.04946;0.0498993
18220;0.049506;0.0499085
18230;0.0495155;0.0498994
18240;0.0495431;0.0498904
18250;0.0495342;0.049863
18260;0.0495436;0.049854
18270;0.0495712;0.0498267
18280;0.0495624;0.0497994
18290;0.0495717;0.0497904
18300;0.0495628;0.0497632
18310;0.0495358;0.0498088
18320;0.0495269;0.049818
18330;0.0495363;0.0498091
18340;0.0495093;0.0498183
18350;0.0494823;0.0498638
18360;0.0494735;0.0498548
18370;0.0494647;0.0498276
18380;0.0494559;0.0498368
18390;0.0494472;0.0498459
18400;0.0494746;0.0498732
18410;0.0494659;0.0498461
18420;0.0494571;0.0498552
18430;0.0494665;0.0498644
18440;0.0494577;0.0498554
18450;0.049449;0.0498284
18460;0.0494944;0.0498917
18470;0.0494857;0.0499007
18480;0.0494769;0.0499098
18490;0.0494862;0.0499369
18500;0.0494595;0.0499459
18510;0.0494688;0.049937
18520;0.049478;0.04991
18530;0.0494873;0.0499011
18540;0.0494786;0.0498921
18550;0.0494879;0.0499371
18560;0.049533;0.0499282
18570;0.0495243;0.0499372
18580;0.0495156;0.0499462
18590;0.0495069;0.0499372
18600;0.0494982;0.0499642
18610;0.0494895;0.049991
18620;0.0494808;0.05
18630;0.0494901;0.0499911
18640;0.0494814;0.0499821
18650;0.0494549;0.0499732
18660;0.0494284;0.0499821
18670;0.0494019;0.0499732
18680;0.0494111;0.0499465
18690;0.0494204;0.0499911
18700;0.0494652;0.0499644
18710;0.0494923;0.0499733
18720;0.0495014;0.0499644
18730;0.049475;0.0499733
18740;0.0494664;0.0500712
18750;0.0494933;0.0500978
18760;0.0494847;0.0501066
18770;0.0494939;0.0500977
18780;0.0495208;0.0500887
18790;0.0495476;0.0500798
18800;0.0495567;0.0500709
18810;0.0495481;0.0500797
18820;0.0495218;0.0500531
18830;0.0494955;0.0500266
18840;0.0495046;0.0500531
18850;0.049496;0.0500442
18860;0.0494874;0.0500707
