State seed;126;Test seed;0
Test_Count;Random100;Consecutive 0-99
0;-nan;-nan
18870;0.0494789;0.0500618
18880;0.0494527;0.0500706
18890;0.0494442;0.0500618
18900;0.0495062;0.0500529
18910;0.0494976;0.0500617
18920;0.0494891;0.0500352
18930;0.0494805;0.050044
18940;0.0494896;0.0500352
18950;0.0494635;0.0500264
18960;0.049455;0.0500176
18970;0.0494465;0.0500439
18980;0.0494731;0.0500702
18990;0.0494822;0.050079
19000;0.0494737;0.0500877
19010;0.0494477;0.0500789
19020;0.0494567;0.0501052
19030;0.0494833;0.0500963
19040;0.0495098;0.05007
19050;0.0494838;0.0500612
19060;0.0494579;0.05007
19070;0.0495018;0.0500437
19080;0.0494934;0.0500524
19090;0.0494674;0.0500262
19100;0.0494764;0.05
19110;0.0495029;0.0500262
19120;0.0494944;0.0500174
19130;0.0494685;0.0500087
19140;0.049495;0.05
19150;0.0495039;0.0499913
19160;0.0495303;0.0499826
19170;0.0495044;0.0499739
19180;0.0494786;0.0499826
19190;0.0494876;0.0499739
19200;0.0495139;0.0499479
19210;0.0495055;0.0499393
19220;0.0494971;0.049948
19230;0.049506;0.0499393
19240;0.0494802;0.049948
19250;0.0494545;0.0499567
19260;0.0494289;0.0499308
19270;0.0494205;0.0499222
19280;0.0494122;0.0499308
19290;0.0494038;0.0499395
19300;0.0494128;0.0499482
19310;0.0494045;0.0499396
19320;0.0493789;0.0499137
19330;0.0494051;0.0499396
19340;0.0494312;0.0499311
19350;0.0494057;0.0499225
19360;0.0494318;0.0499139
19370;0.0494751;0.0499742
19380;0.0494668;0.0499828
19390;0.0494757;0.0500086
19400;0.0494845;0.0500344
19410;0.0495106;0.0500773
19420;0.0495022;0.050103
19430;0.0494939;0.0500944
19440;0.0494856;0.0500857
19450;0.0494602;0.0500943
19460;0.049469;0.0501199
19470;0.0494778;0.0501284
19480;0.0494695;0.050154
19490;0.0494955;0.0501796
19500;0.0495043;0.050188
19510;0.0494789;0.0501623
19520;0.0494535;0.0501878
19530;0.0494624;0.0502133
19540;0.0494541;0.0501876
19550;0.0494629;0.0502131
19560;0.0495228;0.0502045
19570;0.0495316;0.0502129
19580;0.0495403;0.0501873
19590;0.0495661;0.0501957
19600;0.0495578;0.0501701
19610;0.0495665;0.0501615
19620;0.0495923;0.0501359
19630;0.049567;0.0501443
19640;0.0495587;0.0501527
19650;0.0495674;0.0501612
19660;0.0495592;0.0501865
19670;0.0495509;0.050161
19680;0.0495596;0.0501355
19690;0.0495514;0.050127
19700;0.0495262;0.0501184
19710;0.049518;0.0501607
19720;0.0495436;0.0501521
19730;0.0495523;0.0501436
19740;0.0495272;0.0501351
19750;0.0495527;0.0501097
19760;0.0495951;0.0501349
19770;0.0496038;0.050177
19780;0.0496124;0.0501685
19790;0.049621;0.05016
19800;0.0496633;0.0501684
19810;0.0496382;0.0501767
19820;0.0496468;0.0502355
19830;0.0496554;0.0502437
19840;0.049664;0.0502184
19850;0.0496893;0.0502099
19860;0.0496979;0.0502014
19870;0.0496897;0.0501929
19880;0.0496814;0.0502012
19890;0.0496564;0.0501927
19900;0.0496482;0.0501842
19910;0.04964;0.050159
19920;0.0496319;0.0501506
19930;0.0496237;0.0501422
19940;0.0496322;0.0501672
19950;0.0496241;0.0501921
19960;0.049666;0.0502004
19970;0.0496745;0.050192
19980;0.0496663;0.0501835
19990;0.0496748;0.0501751
20000;0.0497;0.0501833
20010;0.0497085;0.0501749
20020;0.0497003;0.0501665
20030;0.0496755;0.0501415
20040;0.049684;0.0501331
20050;0.0496924;0.0501081
20060;0.0497009;0.0500997
20070;0.0496927;0.0500747
20080;0.0497012;0.050083
20090;0.049693;0.0501078
20100;0.0497347;0.0501327
20110;0.0497265;0.0501077
20120;0.0497018;0.0501491
20130;0.0497102;0.0501573
20140;0.0497021;0.0501655
20150;0.0497105;0.0501406
20160;0.0497189;0.0501323
20170;0.0497108;0.0501239
20180;0.0496862;0.0501487
20190;0.0497111;0.0501403
20200;0.0497195;0.0501485
20210;0.0497114;0.0501402
20220;0.0497197;0.0501319
20230;0.0497446;0.0501236
20240;0.0497694;0.0501482
20250;0.0497613;0.0501399
20260;0.0497697;0.0501152
20270;0.0497615;0.0501069
20280;0.049737;0.0501315
20290;0.0497289;0.0501725
20300;0.0497701;0.0502135
20310;0.0497456;0.0502708
20320;0.0497539;0.0502953
20330;0.0497459;0.0503197
20340;0.0497542;0.0503114
20350;0.0497461;0.0503358
20360;0.049738;0.0503438
20370;0.0497464;0.0503355
20380;0.0497383;0.0503108
20390;0.0497303;0.0503024
20400;0.0497222;0.0502778
20410;0.0497305;0.0502695
20420;0.0497388;0.0502775
20430;0.0497471;0.0502855
20440;0.0497554;0.0503262
20450;0.0497311;0.0503015
20460;0.049723;0.0503095
20470;0.0497313;0.050285
20480;0.0497396;0.0502767
20490;0.0497478;0.0502847
20500;0.0497561;0.0502764
20510;0.0497318;0.0502682
20520;0.0497076;0.0502437
20530;0.0497483;0.0502354
20540;0.0497241;0.0502434
20550;0.0497324;0.0502352
20560;0.0497082;0.0502756
20570;0.0497164;0.0502674
20580;0.0496923;0.050243
20590;0.0497167;0.0502671
20600;0.0497573;0.0502427
20610;0.0497655;0.0502345
20620;0.0497575;0.0502102
20630;0.0497496;0.050202
20640;0.0497739;0.0501938
20650;0.0497659;0.0502018
20660;0.049758;0.0502097
20670;0.0497662;0.0502338
20680;0.0497743;0.0502418
20690;0.0497664;0.0502175
20700;0.0497907;0.0502576
20710;0.0497988;0.0502817
20720;0.0498069;0.0502896
20730;0.0498151;0.0502814
20740;0.0498554;0.0502893
20750;0.0498474;0.0503454
20760;0.0498555;0.0503211
20770;0.0498315;0.0503611
20780;0.0498396;0.0503529
20790;0.0498156;0.0503608
20800;0.0498237;0.0503365
20810;0.0497998;0.0503123
20820;0.0498079;0.0503202
20830;0.049784;0.050312
20840;0.0498081;0.0503359
20850;0.0498161;0.0503437
20860;0.0498082;0.0503515
20870;0.0498004;0.0503753
20880;0.0498244;0.0503672
20890;0.0498165;0.0503909
20900;0.0498246;0.0503828
20910;0.0498167;0.0503746
20920;0.0498088;0.0504143
20930;0.0498328;0.0504061
20940;0.0498408;0.050398
20950;0.0498329;0.0504057
20960;0.0498569;0.0504135
20970;0.0499126;0.0504212
20980;0.0499047;0.0504131
20990;0.0499127;0.050405
21000;0.0499048;0.0503968
21010;0.0499127;0.0504204
21020;0.0499207;0.0503964
21030;0.0499604;0.0504042
21040;0.0499683;0.0504119
21050;0.0499604;0.050388
21060;0.0499683;0.050364
21070;0.0499446;0.0503718
21080;0.0499209;0.0504111
21090;0.0498973;0.050403
21100;0.0498894;0.0503949
21110;0.0498974;0.0503711
21120;0.0499053;0.0503788
21130;0.0498975;0.050355
21140;0.0499054;0.0503469
21150;0.0499291;0.0503388
21160;0.0499527;0.0503308
21170;0.0499449;0.0503228
21180;0.0499213;0.0503305
21190;0.0499135;0.0503067
21200;0.0499057;0.050283
21210;0.0499293;0.0502593
21220;0.0499372;0.0502513
21230;0.0499136;0.0502434
21240;0.0498901;0.0502354
21250;0.0498667;0.0502745
21260;0.0498589;0.0502665
21270;0.0498511;0.0502743
21280;0.049859;0.050282
21290;0.0498669;0.050274
21300;0.0498905;0.050266
21310;0.049914;0.0502737
21320;0.0499062;0.0502814
21330;0.0499297;0.0502891
21340;0.0499063;0.0503124
21350;0.0499141;0.0503201
21360;0.0499064;0.0502965
21370;0.0498986;0.0503198
21380;0.0498909;0.0503274
21390;0.0498831;0.0503195
21400;0.0498598;0.0503427
21410;0.0498832;0.0503503
21420;0.0498755;0.0503579
21430;0.0498678;0.0503655
21440;0.0498601;0.0503576
21450;0.0498679;0.0503341
21460;0.0498757;0.0503262
21470;0.0498525;0.0503493
21480;0.0498293;0.0503414
21490;0.0498371;0.0503335
21500;0.0498605;0.0503101
21510;0.0498373;0.0503177
21520;0.0498296;0.0502943
21530;0.0498374;0.0502709
21540;0.0498143;0.0502631
21550;0.0498066;0.0502552
21560;0.049799;0.0502783
21570;0.0497759;0.0502859
21580;0.0497683;0.0502935
21590;0.0497761;0.0502702
21600;0.0497685;0.0502932
21610;0.0497763;0.0502854
21620;0.0497533;0.0502929
21630;0.0497303;0.0502697
21640;0.0497227;0.0502927
21650;0.0497152;0.0502848
21660;0.049723;0.050277
21670;0.0497462;0.0502846
21680;0.0497386;0.0503383
21690;0.0497157;0.0503458
21700;0.0497081;0.0503379
21710;0.0497006;0.0503301
21720;0.0496931;0.0503376
21730;0.0496855;0.0503298
21740;0.0496627;0.050368
21750;0.0496705;0.0503755
21760;0.0496936;0.0503676
21770;0.0496861;0.0503598
21780;0.0497092;0.050352
21790;0.0497017;0.0503442
21800;0.0496942;0.0503364
21810;0.0496867;0.0503439
21820;0.0497097;0.0503208
21830;0.0497175;0.0503283
21840;0.04971;0.0503205
21850;0.0496873;0.0502975
21860;0.0496798;0.0503202
21870;0.0496723;0.0503429
21880;0.0496953;0.0503504
21890;0.0496726;0.0503731
21900;0.0496804;0.0503501
21910;0.0496577;0.0503575
21920;0.0496502;0.050365
21930;0.0496428;0.050342
21940;0.0496506;0.0503342
21950;0.0496583;0.0503417
21960;0.0496661;0.0503491
21970;0.0496738;0.0503414
21980;0.0497119;0.0503185
21990;0.0497196;0.0503107
22000;0.049697;0.050303
22010;0.0496895;0.0503105
22020;0.0496972;0.0503028
22030;0.0497049;0.0502951
22040;0.0496975;0.0503025
22050;0.0497657;0.0502948
22060;0.0497582;0.0502871
22070;0.049781;0.0502643
22080;0.0497886;0.0502566
22090;0.0497963;0.0503244
22100;0.0498039;0.0503167
22110;0.0498115;0.0503392
22120;0.0498041;0.0503466
22130;0.0497967;0.050369
22140;0.0497742;0.0503463
22150;0.0497968;0.0503235
22160;0.0497744;0.050346
22170;0.049767;0.0503383
22180;0.0498046;0.0503306
22190;0.0497822;0.050323
22200;0.0498048;0.0503303
22210;0.0497974;0.0503227
22220;0.04979;0.05033
22230;0.0497826;0.0503374
22240;0.0497752;0.0503147
22250;0.0497828;0.0502921
22260;0.0497754;0.0502845
22270;0.049768;0.0502619
22280;0.0497606;0.0502693
22290;0.0497832;0.0502767
22300;0.0497758;0.0502691
22310;0.0497684;0.0502913
22320;0.0497461;0.0502688
22330;0.0497537;0.0502463
22340;0.0497613;0.0502835
22350;0.0497688;0.050261
22360;0.0497764;0.0502683
22370;0.049769;0.0502459
22380;0.0497915;0.0502532
22390;0.0498139;0.0502903
22400;0.0498214;0.0503274
22410;0.0498438;0.0503198
22420;0.0498365;0.0503271
22430;0.049844;0.0503047
22440;0.0498217;0.0502822
22450;0.0498293;0.0503044
22460;0.0498219;0.050282
22470;0.0498294;0.0502893
22480;0.0498369;0.0502966
22490;0.0498296;0.0503038
22500;0.049837;0.0502963
22510;0.0498445;0.0502888
22520;0.0498224;0.050296
22530;0.0498299;0.0502885
22540;0.0498225;0.0502662
22550;0.0498152;0.0502439
22560;0.0497931;0.0502364
22570;0.0497711;0.0502141
22580;0.0497638;0.0502362
22590;0.0497565;0.0502287
22600;0.049764;0.050236
22610;0.049742;0.0502285
22620;0.0497495;0.050221
22630;0.049757;0.0502136
22640;0.0497644;0.0502061
22650;0.0497866;0.0501987
22660;0.0497646;0.0501765
22670;0.0497868;0.0501838
22680;0.0497942;0.0501911
22690;0.0498164;0.0501836
22700;0.0497944;0.0501615
22710;0.0497872;0.0501688
22720;0.0498239;0.0501614
22730;0.049846;0.050154
22740;0.0498681;0.0501466
22750;0.0498901;0.0501832
22760;0.0498828;0.0501757
22770;0.0498609;0.0502269
22780;0.0498537;0.0502049
22790;0.0498464;0.0502121
22800;0.0498684;0.0502193
22810;0.0498758;0.0502265
22820;0.0498539;0.0502483
22830;0.0498321;0.0502409
22840;0.0498103;0.0502627
22850;0.0498468;0.0502699
22860;0.0498542;0.0502625
22870;0.0499053;0.0502696
22880;0.0499126;0.0502622
22890;0.0498908;0.050284
22900;0.0499127;0.050262
22910;0.04992;0.0502401
22920;0.0499418;0.0502472
22930;0.04992;0.0502399
22940;0.0498983;0.0502615
22950;0.0499201;0.0502542
22960;0.0499129;0.0502468
22970;0.0499057;0.050254
22980;0.0499275;0.0502466
22990;0.0499058;0.0502392
23000;0.0498985;0.0502319
23010;0.0498914;0.0502101
23020;0.0498842;0.0502172
23030;0.049877;0.0502678
23040;0.0498843;0.0502749
23050;0.0498915;0.0502675
23060;0.0498988;0.0502746
23070;0.0498916;0.0502962
23080;0.0498845;0.0502888
23090;0.0498917;0.0502671
23100;0.049899;0.0502886
23110;0.0498918;0.0502668
23120;0.0498991;0.0502595
23130;0.0498775;0.0502378
23140;0.0498704;0.0502593
23150;0.0498632;0.0502376
23160;0.0498561;0.0502159
23170;0.0498489;0.0502374
23180;0.0498274;0.0502588
23190;0.0498347;0.0502659
23200;0.0498276;0.0502443
23210;0.0498061;0.0502226
23220;0.0498134;0.0502153
23230;0.0498206;0.0502655
23240;0.0498135;0.0502582
23250;0.0498208;0.0502652
23260;0.0497994;0.0502723
23270;0.0498209;0.0502507
23280;0.0497995;0.0502434
23290;0.0497782;0.0502505
23300;0.0497854;0.0502718
23310;0.0497926;0.0502502
23320;0.0497856;0.0502716
23330;0.0498071;0.0502643
23340;0.0498286;0.0502571
23350;0.0498073;0.0502355
23360;0.049786;0.0502283
23370;0.0497647;0.0502068
23380;0.0497719;0.0501853
23390;0.0497649;0.0501639
23400;0.0497721;0.0501852
23410;0.0498078;0.0501637
23420;0.049815;0.0501993
23430;0.0498364;0.0501921
23440;0.0498578;0.0501849
23450;0.049865;0.0501777
23460;0.0498721;0.0501847
23470;0.0498509;0.0501917
23480;0.0498722;0.0501987
23490;0.0498936;0.0502058
23500;0.0498865;0.0502269
23510;0.0498795;0.0502198
23520;0.0498725;0.0502126
23530;0.0498938;0.0502054
23540;0.0499292;0.0502124
23550;0.0499505;0.0501911
23560;0.0499293;0.0502122
23570;0.0499505;0.0502051
23580;0.0499293;0.0501979
23590;0.0499223;0.0502331
23600;0.0499153;0.0502119
23610;0.0499082;0.0502047
23620;0.0499012;0.0501976
23630;0.0499083;0.0502045
23640;0.0498872;0.0502115
23650;0.0498661;0.0502607
23660;0.0498591;0.0502677
23670;0.0498381;0.0502746
23680;0.0498452;0.0502956
23690;0.0498523;0.0503166
23700;0.0498453;0.0503094
23710;0.0498243;0.0503304
23720;0.0498314;0.0503232
23730;0.0498104;0.0503161
23740;0.0498175;0.050337
23750;0.0498105;0.0503158
23760;0.0498176;0.0503086
23770;0.0498107;0.0503296
23780;0.0497897;0.0503364
23790;0.0497688;0.0503433
23800;0.0498179;0.0503501
23810;0.049839;0.050343
23820;0.0498181;0.0503359
23830;0.0498252;0.0503147
23840;0.0498322;0.0503076
23850;0.0498393;0.0503424
23860;0.0498184;0.0503353
23870;0.0498254;0.0503421
23880;0.0498744;0.050321
23890;0.0498814;0.0503279
23900;0.0498605;0.0503347
23910;0.0498676;0.0503276
23920;0.0498467;0.0503484
23930;0.0498955;0.0503413
23940;0.0498886;0.0503481
23950;0.0498817;0.0503688
23960;0.0498609;0.0503478
23970;0.0498818;0.0503268
23980;0.0498749;0.0503475
23990;0.049868;0.0503682
24000;0.0498889;0.050375
24010;0.049882;0.050354
24020;0.0498751;0.0503608
24030;0.0498682;0.0503676
24040;0.0498613;0.0503466
24050;0.0498545;0.0503396
24060;0.0498615;0.0503325
24070;0.0498684;0.0503116
24080;0.0498616;0.0503045
24090;0.0498686;0.0502837
24100;0.0499032;0.0502766
24110;0.0498963;0.0502696
24120;0.0499033;0.0502764
24130;0.0498826;0.0502832
24140;0.0498619;0.0502762
24150;0.0498689;0.0502968
24160;0.0498482;0.0502897
24170;0.0498276;0.0502827
24180;0.0498208;0.0503033
24190;0.049814;0.05031
24200;0.0498072;0.0502893
24210;0.0498279;0.0502823
24220;0.0498073;0.050289
24230;0.0498418;0.0502958
24240;0.0498625;0.0503025
24250;0.0498419;0.0502955
24260;0.0498214;0.0502748
24270;0.0498146;0.0502678
24280;0.0498353;0.050302
24290;0.0498285;0.050295
24300;0.0498217;0.0502881
24310;0.0498012;0.0502948
24320;0.0497944;0.0503015
24330;0.0498013;0.050322
24340;0.0498083;0.0503013
24350;0.0498015;0.0502806
24360;0.0498221;0.0502874
24370;0.0498153;0.0502667
24380;0.0497949;0.0502734
24390;0.0497745;0.0502938
24400;0.0497951;0.0503279
24410;0.0497883;0.0503209
24420;0.0497816;0.0503276
24430;0.0497885;0.0503343
24440;0.0498091;0.0503273
24450;0.0497887;0.0503204
24460;0.0497683;0.0503271
24470;0.049748;0.0503201
24480;0.0497277;0.0502996
24490;0.0497346;0.050279
24500;0.0497279;0.0502585
24510;0.0497212;0.0502788
24520;0.0497281;0.0502719
24530;0.0497486;0.050265
24540;0.0497555;0.0502852
24550;0.0497624;0.0503191
24560;0.0497557;0.0503529
24570;0.049749;0.0503595
24580;0.0497695;0.0503526
24590;0.0497628;0.0503457
24600;0.0497425;0.0503388
24610;0.0497359;0.0503183
24620;0.0497292;0.0503114
24630;0.0497496;0.0503045
24640;0.0497565;0.0503111
24650;0.0497769;0.0503043
24660;0.0497567;0.0503109
24670;0.0497771;0.050304
24680;0.0497704;0.0502971
24690;0.0497772;0.0502768
24700;0.0497706;0.0502699
24710;0.0497774;0.0502765
24720;0.0497708;0.0502832
24730;0.0497911;0.0503168
24740;0.0498248;0.0503234
24750;0.0498047;0.0503165
24760;0.0498115;0.0503096
24770;0.0497914;0.0502893
24780;0.0497848;0.0503094
24790;0.0497781;0.0503429
24800;0.049785;0.0503226
24810;0.0497649;0.0503426
24820;0.0497851;0.0503492
24830;0.0497651;0.0503558
24840;0.0497585;0.0503355
24850;0.0497384;0.0503152
24860;0.0497184;0.050295
24870;0.0497252;0.0502882
24880;0.049732;0.0502814
24890;0.0497255;0.0503013
24900;0.0497055;0.0502811
24910;0.0497123;0.0502743
24920;0.0497057;0.0502541
24930;0.0497125;0.0502474
24940;0.0497193;0.0502673
24950;0.0497528;0.0502739
24960;0.049773;0.0502804
24970;0.0497664;0.0502737
24980;0.0497998;0.0502669
24990;0.0497933;0.0502468
25000;0.0497867;0.0502267
25010;0.0497934;0.0502066
25020;0.0497735;0.0501998
25030;0.0497669;0.0502064
25040;0.0497471;0.0501997
25050;0.0497671;0.0502063
25060;0.0497872;0.0501995
25070;0.0497939;0.0501928
25080;0.0497873;0.0502259
25090;0.0497808;0.0502192
25100;0.0497742;0.0502125
25110;0.0497677;0.0502058
25120;0.0497479;0.0502389
25130;0.0497281;0.0502321
25140;0.0497083;0.0502387
25150;0.049715;0.0502187
25160;0.049735;0.050212
25170;0.0497418;0.0502053
25180;0.049775;0.0501986
25190;0.0497949;0.0501919
25200;0.0498016;0.0501984
25210;0.0497818;0.0501917
25220;0.0497885;0.0502247
25230;0.0497688;0.050218
25240;0.0497623;0.0502377
25250;0.0497426;0.0502442
25260;0.0497493;0.0502507
25270;0.0497692;0.050244
25280;0.0497758;0.0502373
25290;0.0497825;0.0502307
25300;0.049776;0.0502108
25310;0.0497564;0.0502173
25320;0.0497499;0.0502238
25330;0.0497565;0.0502566
25340;0.0497369;0.0502499
25350;0.0497436;0.0502301
25360;0.0497371;0.0502103
25370;0.0497175;0.0502037
25380;0.0497242;0.050197
25390;0.0497177;0.0502035
25400;0.0497244;0.0502362
25410;0.049718;0.0502296
25420;0.0497246;0.050236
25430;0.0497182;0.0502687
25440;0.0497248;0.050249
25450;0.0497184;0.0502292
25460;0.049712;0.0502357
25470;0.0497055;0.0502159
25480;0.0497253;0.0502093
25490;0.0497319;0.0502027
25500;0.0497647;0.0502222
25510;0.0497452;0.0502025
25520;0.0497388;0.050209
25530;0.0497193;0.0502415
25540;0.049739;0.0502349
25550;0.0497586;0.0502153
25560;0.0497522;0.0502087
25570;0.0497458;0.050189
25580;0.0497263;0.0501955
25590;0.049759;0.0502149
25600;0.0497786;0.0502214
25610;0.0497722;0.0502017
25620;0.0497918;0.0501821
25630;0.0498114;0.0501756
25640;0.049805;0.050156
25650;0.0498246;0.0501624
25660;0.0498441;0.0501689
25670;0.0498377;0.0501753
25680;0.0498183;0.0501558
25690;0.0497989;0.0501492
25700;0.0497795;0.0501297
25710;0.0497861;0.0501102
25720;0.0497667;0.0501166
25730;0.0497733;0.0501231
25740;0.0497669;0.0501554
25750;0.0497605;0.0501748
25760;0.0497541;0.0501682
25770;0.0497607;0.0501876
25780;0.0497414;0.050194
25790;0.0497738;0.0501745
25800;0.0497933;0.050168
25810;0.0497869;0.0501744
25820;0.0497805;0.0501937
25830;0.0497871;0.0501742
25840;0.0498194;0.0501677
25850;0.0498259;0.0501741
25860;0.0498195;0.0501676
25870;0.0498261;0.0501611
25880;0.0498454;0.0501674
25890;0.0498391;0.0501867
25900;0.0498713;0.050193
25910;0.0499035;0.0501737
25920;0.0498971;0.0501543
25930;0.0499036;0.0501607
25940;0.0498843;0.0501799
25950;0.0499037;0.0501863
25960;0.0499101;0.0502054
25970;0.0499037;0.0502246
25980;0.0498974;0.0502181
25990;0.0499166;0.0501988
26000;0.0499103;0.0502179
26010;0.0499039;0.0502115
26020;0.0499231;0.0502178
26030;0.0499168;0.0502113
26040;0.0498976;0.0502176
26050;0.0499424;0.0502367
26060;0.0499488;0.0502174
26070;0.0499297;0.0502365
26080;0.0499233;0.0502428
26090;0.0499297;0.0502619
26100;0.0499361;0.0502427
26110;0.0499298;0.0502234
26120;0.0499234;0.0502297
26130;0.0499298;0.0502488
26140;0.0499235;0.0502295
26150;0.0499426;0.0502103
26160;0.0499363;0.0502039
26170;0.0499427;0.0501847
26180;0.0499363;0.050191
26190;0.0499555;0.0501973
26200;0.0499618;0.0501908
26210;0.0499682;0.0501844
26220;0.0499619;0.0501653
26230;0.0499555;0.0501589
26240;0.0499492;0.0501524
26250;0.0499302;0.050146
26260;0.0499238;0.0501523
26270;0.0499175;0.0501586
26280;0.0499112;0.0501522
26290;0.0498922;0.0501331
26300;0.049924;0.0501267
26310;0.0499303;0.0501077
26320;0.049924;0.0500887
26330;0.0499177;0.0500823
26340;0.0499241;0.0500759
26350;0.0499431;0.0500822
26360;0.0499368;0.0500759
26370;0.0499178;0.0500695
26380;0.0499116;0.0500758
26390;0.0498926;0.0500821
26400;0.049899;0.050101
26410;0.049918;0.050082
26420;0.0499243;0.0500757
26430;0.049918;0.050082
26440;0.049937;0.0501009
26450;0.0499181;0.0500945
26460;0.0499244;0.0500882
26470;0.0499181;0.0500819
26480;0.0499245;0.0501007
26490;0.0499434;0.0501447
26500;0.0499371;0.0501635
26510;0.0499183;0.0501446
26520;0.049912;0.0501257
26530;0.0499058;0.0501445
26540;0.0499246;0.0501382
26550;0.0499309;0.0501695
26560;0.0499247;0.0501632
26570;0.0499185;0.0501694
26580;0.0499373;0.050163
26590;0.0499311;0.0501442
26600;0.0499624;0.0501504
26610;0.0499436;0.0501441
26620;0.0499499;0.0501503
26630;0.0499687;0.0501565
26640;0.0499625;0.0501501
26650;0.0499437;0.0501689
26660;0.0499375;0.0501625
26670;0.0499313;0.0501687
26680;0.0499125;0.0501749
26690;0.0499063;0.0501686
26700;0.0499001;0.0501623
26710;0.0498814;0.050156
26720;0.0498753;0.0501497
26730;0.0498691;0.0501309
26740;0.0498504;0.0501496
26750;0.0498318;0.0501433
26760;0.0498256;0.0501495
26770;0.0498195;0.0501432
26780;0.0498008;0.0501369
26790;0.0498196;0.0501431
26800;0.0498259;0.0501368
26810;0.0498073;0.0501305
26820;0.0498136;0.0501367
26830;0.0498323;0.0501304
26840;0.0498261;0.0501242
26850;0.0498324;0.0501055
26860;0.0498263;0.0500869
26870;0.0498325;0.050093
26880;0.0498264;0.0500992
26890;0.0498326;0.0501054
26900;0.0498389;0.0500991
26910;0.0498575;0.0501053
26920;0.0498514;0.0500991
26930;0.04987;0.0500805
26940;0.0498763;0.0500742
26950;0.0498701;0.050068
26960;0.0498516;0.0500742
26970;0.0498455;0.0500803
26980;0.0498765;0.0500865
26990;0.0498703;0.0500803
27000;0.0498642;0.0500741
27010;0.0498951;0.0500555
27020;0.0499013;0.0500617
27030;0.0498952;0.0500802
27040;0.0498891;0.050074
27050;0.0498829;0.0500801
27060;0.0498768;0.0500616
27070;0.0498584;0.0500677
27080;0.04984;0.0500862
27090;0.0498462;0.0501046
27100;0.0498401;0.0500861
27110;0.0498463;0.0501045
27120;0.0498279;0.0500983
27130;0.0498218;0.050129
27140;0.0498035;0.0501105
27150;0.0498097;0.0501166
27160;0.0497914;0.0501105
27170;0.049773;0.0501043
27180;0.049767;0.0501104
27190;0.0497855;0.0501287
27200;0.0497917;0.0501348
27210;0.0497979;0.0501409
27220;0.0497918;0.050147
27230;0.0498225;0.050153
27240;0.0498042;0.0501468
27250;0.0497859;0.0501407
27260;0.0498044;0.0501223
27270;0.0497983;0.0501161
27280;0.0497923;0.05011
27290;0.0497862;0.0501283
27300;0.0498169;0.0501343
27310;0.0498108;0.0501282
27320;0.0497926;0.0501708
27330;0.0497866;0.0501769
27340;0.0498049;0.0501829
27350;0.0498111;0.0501767
27360;0.0498416;0.0501706
27370;0.0498356;0.0501522
27380;0.0498296;0.0501461
27390;0.0498479;0.0501643
27400;0.049854;0.050146
27410;0.0498845;0.0501399
27420;0.0498784;0.0501337
27430;0.0498724;0.0501154
27440;0.0498664;0.0501093
27450;0.0498482;0.0501032
27460;0.0498543;0.050085
27470;0.0498483;0.0501031
27480;0.0498666;0.0500849
27490;0.0498727;0.0500788
27500;0.0498788;0.0500606
27510;0.0498607;0.0500545
27520;0.0498425;0.0500363
27530;0.0498486;0.0500666
27540;0.0498548;0.0501089
27550;0.0498609;0.0501149
27560;0.049867;0.0501089
27570;0.049861;0.0500907
27580;0.0498791;0.0500846
27590;0.0498852;0.0500785
27600;0.0498913;0.0500966
27610;0.0498974;0.0500785
27620;0.0498914;0.0500965
27630;0.0498975;0.0501387
27640;0.0498915;0.0501327
27650;0.0498975;0.0501145
27660;0.0499036;0.0501085
27670;0.0498976;0.0500904
27680;0.0498916;0.0500963
27690;0.0498977;0.0501384
27700;0.0499158;0.0501324
27710;0.0499459;0.0501263
27720;0.0499519;0.0501684
27730;0.0499339;0.0501863
27740;0.0499159;0.0501682
27750;0.0499099;0.0501742
27760;0.0498919;0.0501801
27770;0.049898;0.0501861
27780;0.049928;0.05018
27790;0.04997;0.0501859
27800;0.049988;0.0501918
27810;0.049982;0.0501858
27820;0.049988;0.0501917
27830;0.049982;0.0501857
27840;0.050012;0.0501676
27850;0.049994;0.0502095
27860;0.0500239;0.0502154
27870;0.050006;0.0502332
27880;0.049988;0.0502272
27890;0.050006;0.0502331
27900;0.0500119;0.0502389
27910;0.050006;0.0502687
27920;0.0500239;0.0502985
27930;0.0500418;0.0503043
27940;0.0500597;0.0503341
27950;0.0500775;0.0503399
27960;0.0500715;0.0503457
27970;0.0500775;0.0503396
27980;0.0500596;0.0503455
27990;0.0500536;0.0503513
28000;0.0500833;0.0503571
28010;0.0500774;0.0503511
28020;0.0500714;0.0503569
28030;0.0500892;0.0503627
28040;0.0500832;0.0503566
28050;0.0500772;0.0503387
28060;0.0500594;0.0503326
28070;0.0500772;0.0503384
28080;0.050095;0.0503324
28090;0.050089;0.0503263
28100;0.050083;0.0503084
28110;0.0500771;0.0502905
28120;0.050083;0.0502845
28130;0.0500889;0.0502903
28140;0.0500829;0.0502961
28150;0.0500651;0.0502901
28160;0.0500592;0.0503196
28170;0.0500769;0.0503372
28180;0.0500828;0.050343
28190;0.050065;0.0503488
28200;0.0500709;0.0503546
28210;0.050065;0.0503604
28220;0.0500591;0.0503425
28230;0.0500413;0.0503601
28240;0.0500354;0.0503541
28250;0.0500295;0.0503953
28260;0.0500236;0.0503892
28270;0.0500413;0.0504186
28280;0.0500236;0.0504361
28290;0.0500059;0.0504419
